,subj_id,session,route,intersection_no,idx_bot_spawn,idx_response,idx_min_distance,min_distance,RT,tta_condition,d_condition,v_condition,is_turn_decision,decision
221,389,2,8,11,77.0,152.0,449.0,44.071516801703446,0.7731999999999992,6.0,150.0,25.0,True,Turn
222,389,2,8,12,90.0,154.0,671.0,3.8457228437536153,0.7134999999999998,6.0,120.0,20.0,False,Wait
223,389,2,8,14,90.0,149.0,563.0,3.940585528040895,0.6616,5.0,120.0,24.0,False,Wait
224,389,2,8,15,69.0,249.0,452.0,4.107080744201323,1.8513000000000002,4.0,120.0,30.0,False,Wait
225,389,2,8,16,76.0,136.0,454.0,28.506318672315246,0.6754999999999995,5.0,150.0,30.0,True,Turn
226,389,2,8,18,100.0,148.0,441.0,53.179416573234924,0.49409999999999954,6.0,150.0,25.0,True,Turn
227,389,2,8,19,89.0,275.0,471.0,4.0653804263205116,1.9146,4.0,120.0,30.0,False,Wait
228,389,2,8,20,95.0,134.0,428.0,39.19086729435091,0.4023000000000003,5.0,150.0,30.0,True,Turn
229,389,2,8,21,67.0,448.0,464.0,4.357946267820122,3.9799000000000007,4.0,150.0,37.5,False,Wait
230,389,2,8,25,104.0,166.0,484.0,4.004862750133014,0.6402000000000001,4.0,120.0,30.0,False,Wait
231,525,1,1,1,48.0,87.0,621.0,3.4068907613115567,0.4018999999999977,6.0,150.0,25.0,False,Wait
232,525,1,1,6,44.0,90.0,415.0,3.2733720161827757,0.4742999999999995,4.0,150.0,37.5,False,Wait
233,525,1,1,8,49.0,88.0,434.0,3.6027548228264394,0.45500000000000007,4.0,90.0,22.5,False,Wait
234,525,1,1,10,66.0,199.0,532.0,3.5088027876058034,1.3704,5.0,90.0,18.0,False,Wait
235,525,1,1,12,118.0,196.0,518.0,23.754502151279596,0.8603000000000005,6.0,90.0,15.0,True,Turn
236,525,1,1,13,63.0,128.0,437.0,3.2983816447406786,0.6699999999999999,4.0,90.0,22.5,False,Wait
237,525,1,1,14,95.0,121.0,421.0,29.86436369334533,0.26839999999999975,5.0,120.0,24.0,True,Turn
238,525,1,1,15,52.0,82.0,435.0,21.218340878386282,0.3088999999999995,6.0,90.0,15.0,True,Turn
239,525,1,1,19,76.0,106.0,541.0,3.3779520289706864,0.3100000000000005,5.0,90.0,18.0,False,Wait
240,525,1,1,20,75.0,112.0,87.0,33.75664954199789,0.44039999999999857,6.0,150.0,25.0,True,Turn
241,525,1,1,21,65.0,93.0,541.0,3.4336633493372775,0.2883999999999993,5.0,150.0,30.0,False,Wait
242,525,1,1,22,62.0,75.0,370.0,61.22689214017813,0.13430000000000142,6.0,150.0,25.0,True,Turn
243,525,1,1,24,88.0,417.0,467.0,3.597431517879632,3.3834,4.0,120.0,30.0,False,Wait
244,525,1,2,2,129.0,606.0,509.0,3.5462081222013278,4.913,4.0,120.0,30.0,False,Wait
245,525,1,2,3,34.0,65.0,501.0,3.3593089010267967,0.31890000000000107,5.0,120.0,24.0,False,Wait
246,525,1,2,5,44.0,84.0,388.0,37.92176683150605,0.41249999999999964,6.0,120.0,20.0,True,Turn
247,525,1,2,6,88.0,129.0,442.0,9.19247612303942,0.4228999999999985,4.0,150.0,37.5,True,Turn
248,525,1,2,7,106.0,137.0,565.0,3.0094961299841017,0.3194999999999997,5.0,150.0,30.0,False,Wait
249,525,1,2,9,0.0,88.0,573.0,3.3387869438124147,0.9590999999999994,6.0,120.0,20.0,False,Wait
250,525,1,2,10,103.0,166.0,496.0,3.3345785951855516,0.7062000000000008,4.0,120.0,30.0,False,Wait
251,525,1,2,12,69.0,305.0,446.0,3.739056450014971,2.4291,4.0,90.0,22.5,False,Wait
252,525,1,2,13,61.0,195.0,532.0,3.8085039719829297,1.3788,5.0,90.0,18.0,False,Wait
253,525,1,2,14,109.0,148.0,686.0,3.6139074712504784,0.4018999999999995,6.0,120.0,20.0,False,Wait
254,525,1,2,16,75.0,109.0,398.0,44.253104137867616,0.3506,6.0,120.0,20.0,True,Turn
255,525,1,2,17,104.0,275.0,490.0,3.3984853877183214,1.764100000000001,4.0,90.0,22.5,False,Wait
256,525,1,2,19,34.0,148.0,613.0,3.6782657886837717,1.2308000000000003,6.0,90.0,15.0,False,Wait
257,525,1,2,21,81.0,129.0,430.0,27.173257674031422,0.5479000000000003,5.0,120.0,24.0,True,Turn
258,525,1,2,25,12.0,46.0,21.0,11.121338571348351,0.40800000000000125,5.0,150.0,30.0,True,Turn
259,525,1,3,1,27.0,82.0,403.0,3.6134467922318447,0.566900000000004,4.0,120.0,30.0,False,Wait
260,525,1,3,4,32.0,79.0,504.0,3.637479825227158,0.4834999999999994,5.0,150.0,30.0,False,Wait
261,525,1,3,6,77.0,396.0,461.0,3.473951809470143,3.2840999999999987,4.0,90.0,22.5,False,Wait
262,525,1,3,7,68.0,110.0,407.0,34.48295051141914,0.4355000000000011,5.0,150.0,30.0,True,Turn
263,525,1,3,8,71.0,321.0,665.0,3.458763002864041,2.632900000000001,6.0,90.0,15.0,False,Wait
264,525,1,3,9,85.0,105.0,420.0,31.08399370803793,0.20650000000000013,6.0,90.0,15.0,True,Turn
265,525,1,3,11,89.0,108.0,391.0,22.588290952240527,0.19700000000000095,4.0,150.0,37.5,True,Turn
266,525,1,3,17,77.0,114.0,412.0,11.731079456232813,0.3805999999999994,4.0,150.0,37.5,True,Turn
267,525,1,3,18,62.0,98.0,380.0,14.599954229706464,0.37180000000000035,4.0,120.0,30.0,True,Turn
268,525,1,3,19,37.0,87.0,497.0,3.7968685522427466,0.5152000000000001,5.0,90.0,18.0,False,Wait
269,525,1,3,20,36.0,67.0,374.0,33.439361111985,0.3201999999999998,5.0,150.0,30.0,True,Turn
270,525,1,3,23,71.0,107.0,403.0,41.385158446533744,0.37159999999999904,6.0,120.0,20.0,True,Turn
271,525,1,3,24,72.0,105.0,411.0,40.10468952062622,0.3410000000000011,6.0,120.0,20.0,True,Turn
272,525,1,3,25,41.0,131.0,608.0,3.6881072268796427,0.9750999999999994,6.0,90.0,15.0,False,Wait
273,525,1,4,1,60.0,90.0,427.0,27.354414502123092,0.3092999999999506,5.0,150.0,30.0,True,Turn
274,525,1,4,4,30.0,65.0,367.0,26.22604534855993,0.3614000000000015,5.0,120.0,24.0,True,Turn
275,525,1,4,10,0.0,9.0,477.0,3.6543815169347944,0.14440000000000097,5.0,120.0,24.0,False,Wait
276,525,1,4,12,48.0,67.0,419.0,3.454184333029128,0.19559999999999889,4.0,90.0,22.5,False,Wait
277,525,1,4,13,59.0,111.0,437.0,3.3435469563283595,0.5364000000000004,4.0,150.0,37.5,False,Wait
278,525,1,4,14,49.0,106.0,62.0,21.847835219153705,0.6368000000000009,6.0,90.0,15.0,True,Turn
279,525,1,4,15,150.0,231.0,538.0,3.906196591604311,0.8348999999999993,4.0,150.0,37.5,False,Wait
280,525,1,4,17,18.0,64.0,563.0,3.8723852586924257,0.4748999999999999,6.0,90.0,15.0,False,Wait
281,525,1,4,18,13.0,58.0,571.0,3.6391687417291143,0.519499999999999,6.0,90.0,15.0,False,Wait
282,525,1,4,19,76.0,122.0,417.0,51.43651379223458,0.47350000000000136,6.0,150.0,25.0,True,Turn
283,525,1,4,20,83.0,121.0,411.0,44.098997413019234,0.3929000000000009,6.0,120.0,20.0,True,Turn
284,525,1,4,22,44.0,105.0,519.0,3.7419240904635287,0.6827000000000005,5.0,90.0,18.0,False,Wait
