alpha,tta_crit,beta,d_crit,noise,b_0,k,tta_crit,nondectime,halfwidth,loss
0.9906439974621682,5.865300673564254,0.04466804146025238,96.55941226648159,1,1.4008727320596837,0.2165617357467052,5.865300673564254,0.3284536096662093,0.21795987835593372,0.12058530586346686
