condition,t,rt_corr_pdf
5.0,2.172,0.0002073259843549771
5.0,2.174,0.00020315835340656567
5.0,2.176,0.00019904715870408722
5.0,2.178,0.0001949917684405053
5.0,2.18,0.00019099153697572268
5.0,2.182,0.00018704581174194913
5.0,2.184,0.00018315393738266961
5.0,2.186,0.00017931525840483932
5.0,2.188,0.00017552912096415813
5.0,2.19,0.00017179487411242336
5.0,2.192,0.00016811187069429298
5.0,2.194,0.00016447946800625992
5.0,2.196,0.00016089702828893534
5.0,2.198,0.00015736391909918897
5.0,2.2,0.0001538795135936231
5.0,2.202,0.00015044319074525937
5.0,2.204,0.0001470543355090159
5.0,2.206,0.00014371233894730197
5.0,2.208,0.0001404165983241181
5.0,2.21,0.00013716651717397943
5.0,2.212,0.00013396150535048893
5.0,2.214,0.00013080097905830004
5.0,2.216,0.00012768436087139937
5.0,2.218,0.00012461107974003473
5.0,2.22,0.00012158057098815063
5.0,2.222,0.00011859227630283815
5.0,2.224,0.00011564564371703029
5.0,2.226,0.00011274012758645565
5.0,2.228,0.00010987518856169297
5.0,2.23,0.0001070502935560303
5.0,2.232,0.00010426491570972285
5.0,2.234,0.00010151853435115344
5.0,2.236,9.881063495532584e-05
5.0,2.238,9.614070910006126e-05
5.0,2.24,9.350825442021707e-05
5.0,2.242,9.091277456020584e-05
5.0,2.244,8.835377912505656e-05
5.0,2.246,8.583078363023028e-05
5.0,2.248,8.334330945037688e-05
5.0,2.25,8.089088376719759e-05
5.0,2.2520000000000002,7.847303951655911e-05
5.0,2.254,7.608931533498863e-05
5.0,2.2560000000000002,7.373925550566485e-05
5.0,2.258,7.14224099040077e-05
5.0,2.2600000000000002,6.913833394295821e-05
5.0,2.262,6.688658851803035e-05
5.0,2.2640000000000002,6.466673995220852e-05
5.0,2.266,6.24783599407558e-05
5.0,2.2680000000000002,6.032102549599219e-05
5.0,2.27,5.819431889209562e-05
5.0,2.2720000000000002,5.6097827609973014e-05
5.0,2.274,5.403114428224391e-05
5.0,2.2760000000000002,5.199386663837482e-05
5.0,2.278,4.998559744999858e-05
5.0,2.2800000000000002,4.800504112492516e-05
5.0,2.282,4.605178497317852e-05
5.0,2.2840000000000003,4.4125682522971546e-05
5.0,2.286,4.2226495727370664e-05
5.0,2.2880000000000003,4.035394223126479e-05
5.0,2.29,3.850771988904687e-05
5.0,2.2920000000000003,3.6687516677463275e-05
5.0,2.294,3.489301561067815e-05
5.0,2.2960000000000003,3.312389749934912e-05
5.0,2.298,3.1379842635209884e-05
