subj_id,tta_condition,d_condition,loss,alpha,beta,theta,b,ndt_location,ndt_scale
652,NA,NA,0.6198974937780026,1.760940942206949,0.013982871777394336,7.3731492511482575,0.5570183855919149,0.6136584933093103,0.13639165002664322
