tta_condition,d_condition,is_turn_decision,RT,loss
4.0,90.0,0.10939942460223138,0.5348450017635568,0.6374917499481451
4.0,150.0,0.7809077847107866,0.570125602611914,0.6374917499481451
4.0,120.0,0.387848436008895,0.5795102516330323,0.6374917499481451
5.0,90.0,0.15568226594235207,0.5546688996517083,0.6374917499481451
5.0,150.0,0.8604667022635176,0.5621164983644296,0.6374917499481451
5.0,120.0,0.4976627157104181,0.59473436842868,0.6374917499481451
6.0,90.0,0.21551998270763423,0.5737939663433318,0.6374917499481451
6.0,150.0,0.9116182837518599,0.5468124298061305,0.6374917499481451
6.0,120.0,0.6064429958626516,0.601998935038228,0.6374917499481451
