subj_id,tta,d,n,loss,alpha,beta,theta,noise,b_0,k,tta_crit,ndt_location,ndt_scale
616,NA,NA,1,0.1999445366759097,2.0583446143933792,0.03929947527955639,10.508925266398396,1,0.8585488549785544,0.297639275830381,5.171284347802794,0.5230703889182986,0.1001450110523492
