subj_id,tta,d,n,loss,alpha,beta,theta,noise,b_0,k,tta_crit,ndt_location,ndt_scale
129,NA,NA,1,0.4389420720404329,1.4519909791333487,0.02024964946086029,6.894194690551468,1,1.2501229418042017,1.096083986951563,3.6656718763283873,0.3716019674797039,0.04187318686659472
