subj_id,tta,d,n,loss,alpha,beta,theta,noise,b_0,k,tta_crit,ndt_location,ndt_scale
618,NA,NA,1,0.5323235349501314,1.176916640530441,0.030844175825830954,8.089492020687805,1,1.4237896656017817,0.5727383427071103,3.471600458871024,0.18020380323879634,0.05217205770638259
