subj_id,tta,d,n,loss,alpha,beta,theta,noise,b_0,k,tta_crit,ndt_location,ndt_scale
642,NA,NA,1,0.5167738780407339,0.465547566837718,0.11019078650728693,18.241037178135834,1,1.4288493073369002,0.31110611546154837,4.6714603953518665,0.323182861490452,0.15129440994785387
