subj_id,tta,d,n,loss,alpha,beta,theta,noise,b_0,k,tta_crit,ndt_location,ndt_scale
389,NA,NA,1,0.30480905764382593,2.2487806560869714,0.052070697686202316,11.756170550329673,1,0.540307163427121,0.1040906978435614,3.287646148109844,0.5551943643844084,0.12949087530070455
