subj_id,tta,d,n,loss,alpha,beta,theta,noise,b_0,k,tta_crit,ndt_location,ndt_scale
525,NA,NA,1,0.2225884532395358,1.2527224549775304,0.02657609873861949,7.587370640048844,1,0.8863555161507588,0.10058741082090095,3.46096465425029,0.22200787659553983,0.08632200234294733
