subj_id,tta,d,n,loss,alpha,beta,theta,noise,b_0,k,tta_crit,ndt_location,ndt_scale
all,NA,NA,1,0.0674441968785919,1.165699543475173,0.045038986955624125,10.406820434132321,1,0.8765638424120807,0.27641611845889713,3.6651599713632925,0.4194192418985587,0.0659160279871112
