tta_condition,d_condition,is_turn_decision,RT,loss
4.0,90.0,0.06584173060071523,0.505395020280833,0.12186404536365861
4.0,150.0,0.4760828874050383,0.5638202747360085,0.12186404536365861
4.0,120.0,0.20430029702459943,0.5424032560542325,0.12186404536365861
5.0,90.0,0.13184958822937548,0.5765863113622222,0.12186404536365861
5.0,150.0,0.7305723018731054,0.610781665944989,0.12186404536365861
5.0,120.0,0.3841156728768295,0.615626757691814,0.12186404536365861
6.0,90.0,0.2809933451793294,0.6657127446420581,0.12186404536365861
6.0,150.0,0.9246423468239018,0.6151852358201594,0.12186404536365861
6.0,120.0,0.6561644982865403,0.678720129851199,0.12186404536365861
