subj_id,tta,d,loss,alpha,beta,theta,noise,b_0,k,tta_crit,ndt_location,ndt_scale
980,NA,NA,0.8747036857429971,0.11379279473787764,0.1834692284937031,11.06961366616431,0.5203310247636487,0.1034152643787029,4.89607830812234,0.5012172518009957,0.2043991385630626
