tta_condition,d_condition,t,rt_corr_pdf
4.0,150.0,1.3860000000000001,0.216995073797437
4.0,150.0,1.3880000000000001,0.21501898420318133
4.0,150.0,1.3900000000000001,0.21305675745332248
4.0,150.0,1.3920000000000001,0.2111111380027789
4.0,150.0,1.3940000000000001,0.20918246743416197
4.0,150.0,1.3960000000000001,0.2072708756170723
4.0,150.0,1.3980000000000001,0.2053765386147036
4.0,150.0,1.4000000000000001,0.20349245864900525
4.0,150.0,1.4020000000000001,0.20161560866309863
4.0,150.0,1.4040000000000001,0.1997484732398709
4.0,150.0,1.4060000000000001,0.19789483283605142
4.0,150.0,1.408,0.19605790896492167
4.0,150.0,1.41,0.19423804457239188
4.0,150.0,1.412,0.19243510149187
4.0,150.0,1.414,0.19064722798229167
4.0,150.0,1.416,0.18886646599506113
4.0,150.0,1.418,0.18709392362268518
4.0,150.0,1.42,0.18533230864478337
4.0,150.0,1.422,0.18358339015361483
4.0,150.0,1.424,0.18185104865392376
4.0,150.0,1.426,0.18013573256575138
4.0,150.0,1.428,0.17843707441982615
4.0,150.0,1.43,0.17674894514147182
4.0,150.0,1.432,0.1750683455723375
4.0,150.0,1.434,0.17339728228652612
4.0,150.0,1.436,0.17173765633315202
4.0,150.0,1.438,0.17009060105498214
4.0,150.0,1.44,0.16845874963625304
4.0,150.0,1.442,0.1668435401380073
4.0,150.0,1.444,0.1652443141502225
4.0,150.0,1.446,0.16365261605221332
4.0,150.0,1.448,0.16206892657234528
4.0,150.0,1.45,0.16049563743934178
4.0,150.0,1.452,0.15893404741501013
4.0,150.0,1.454,0.15738499705608774
4.0,150.0,1.456,0.15584946312456327
4.0,150.0,1.458,0.1543300427274632
4.0,150.0,1.46,0.1528236004537658
4.0,150.0,1.462,0.151324985466215
4.0,150.0,1.464,0.14983525566910397
4.0,150.0,1.466,0.1483561970169551
4.0,150.0,1.468,0.14688881613546498
4.0,150.0,1.47,0.1454337750151069
4.0,150.0,1.472,0.14399153752273552
4.0,150.0,1.474,0.14256378426106658
4.0,150.0,1.476,0.14114658589453763
4.0,150.0,1.478,0.13973756330132753
4.0,150.0,1.48,0.13833802964045355
4.0,150.0,1.482,0.1369492806586739
4.0,150.0,1.484,0.1355720839616653
4.0,150.0,1.486,0.13420695474096656
4.0,150.0,1.488,0.13285425612561155
4.0,150.0,1.49,0.1315142480685986
4.0,150.0,1.492,0.13018280740659396
4.0,150.0,1.494,0.12885982685010064
4.0,150.0,1.496,0.1275467177769277
4.0,150.0,1.498,0.12624438131390356
