subj_id,i,loss,alpha,beta,theta,noise,b_0,k,tta_crit,nondectime,halfwidth
389,0,0.31337929981873375,1.5417301822501057,0.05228525496258701,11.587208057999547,1,0.9061047645287559,0.1001364591914885,5.399330129547687,0.4848902546418439,0.1053651796461933
