subj_id,i,loss,alpha,beta,theta,noise,b_0,k,tta_crit,nondectime,halfwidth
618,0,0.5342745300363295,1.131751899784691,0.03214362268842847,8.22533220857213,1,1.8960787740640774,0.3307854171109823,4.764160458064479,0.18289365930319731,0.055940806443342296
