subj_id,tta_condition,d_condition,loss,alpha,beta,theta,b,ndt_location,ndt_scale
776,NA,NA,0.45184230357097677,3.117873374873036,0.03788534378035729,8.698681342440937,0.2805201650937579,0.43093955850507315,0.12832926456363244
