subj_id,tta,d,loss,alpha,beta,theta,noise,b,ndt_location,ndt_scale
755,NA,NA,0.6366091713792057,0.4592285632299438,0.14644554165751802,21.838704046834277,0.4401056749323553,0.40362366873453137,0.0897806240196343
