subj_id,tta,d,loss,alpha,beta,theta,noise,b,ndt_location,ndt_scale
980,NA,NA,0.8612804571005447,0.2565622744737166,0.18728867628066512,12.557351522582252,0.11839654077100281,0.5597919481936865,0.2110823272241172
