tta_condition,d_condition,is_turn_decision,RT,loss
4.0,90.0,0.033081443632762476,0.5695719924040599,0.6695652287219624
4.0,150.0,0.4043167023092032,0.6391364046827894,0.6695652287219624
4.0,120.0,0.14190617528111396,0.6193640663149621,0.6695652287219624
5.0,90.0,0.13156788653467869,0.6430566457831556,0.6695652287219624
5.0,150.0,0.7484041282540341,0.6382745590258896,0.6695652287219624
5.0,120.0,0.3996945224942656,0.6703397230283213,0.6695652287219624
6.0,90.0,0.37546656949324453,0.6928958426030434,0.6695652287219624
6.0,150.0,0.9458656248175484,0.5676914592688297,0.6695652287219624
6.0,120.0,0.7361521076227082,0.662069381422408,0.6695652287219624
