subj_id,tta_condition,d_condition,loss,alpha,beta,theta,b,ndt_location,ndt_scale
all,NA,NA,0.09459126431074759,1.1043057774410991,0.0466437015006405,10.41023603005172,0.46381055548687833,0.39720272255176114,0.07534092039313556
