subj_id,tta_condition,d_condition,loss,alpha,beta,theta,b,ndt_location,ndt_scale
652,NA,NA,0.6346773574529689,1.5019305098045357,0.014678828879792149,6.949818081413452,0.7483607970179122,0.5538648388393448,0.11648097602211573
