subj_id,tta_condition,d_condition,loss,alpha,beta,theta,b,ndt_location,ndt_scale
525,NA,NA,0.300577671122275,1.0523873934659027,0.02773739646220307,7.578116610063566,0.5731115019760309,0.12168835466549154,0.06392103628751364
