subj_id,tta_condition,d_condition,loss,alpha,beta,theta,b,ndt_location,ndt_scale
776,NA,NA,0.4523248404506835,2.9776889335273693,0.03787819284827347,8.685862053115814,0.2992813614929384,0.42557125316283745,0.12733725410733845
