tta_condition,is_turn_decision,RT,loss
4.0,0.23642184882616918,0.5947805305240255,0.012408656301624372
5.0,0.4214822038087556,0.6204039718882394,0.012408656301624372
6.0,0.6367543762857317,0.62283970767252,0.012408656301624372
