condition,t,rt_corr_pdf
6.0,0.998,0.4950603405755297
6.0,1.0,0.4906065619228284
6.0,1.002,0.4861903287754845
6.0,1.004,0.48181160153858416
6.0,1.006,0.47747017625264365
6.0,1.008,0.47316587834334806
6.0,1.01,0.46889853008607035
6.0,1.012,0.4646679440258835
6.0,1.014,0.4604739221274734
6.0,1.016,0.4563162564832094
6.0,1.018,0.4521947304237619
6.0,1.02,0.4481091196652257
6.0,1.022,0.444059193374871
6.0,1.024,0.4400447151237739
6.0,1.026,0.43606544372551426
6.0,1.028,0.43212113397069496
6.0,1.03,0.42820667281720903
6.0,1.032,0.42432149839033234
6.0,1.034,0.4204667983341966
6.0,1.036,0.41664320696962615
6.0,1.038,0.4128510331479067
6.0,1.04,0.4090907588404938
6.0,1.042,0.4053625970348226
6.0,1.044,0.4016664330377156
6.0,1.046,0.398002110835981
6.0,1.048,0.3943694820247047
6.0,1.05,0.3907683912314938
6.0,1.052,0.3871986735940784
6.0,1.054,0.3836601549936953
6.0,1.056,0.3801526529954666
6.0,1.058,0.37667597791517005
6.0,1.06,0.37322993383339587
6.0,1.062,0.36981431950639887
6.0,1.064,0.3664289291668657
6.0,1.066,0.3630735532226078
6.0,1.068,0.35974680890303173
6.0,1.07,0.3564451716023412
6.0,1.072,0.35316888406174035
6.0,1.074,0.3499188807340331
6.0,1.076,0.34669557691224706
6.0,1.078,0.3434992167748791
6.0,1.08,0.3403302610632856
6.0,1.082,0.33718870396145206
6.0,1.084,0.33407440537923844
6.0,1.086,0.3309872430700979
6.0,1.088,0.32792709013045407
6.0,1.09,0.324893810980416
6.0,1.092,0.32188726122793065
6.0,1.094,0.3189072884977939
6.0,1.096,0.31595373345174677
6.0,1.098,0.31302643077129516
6.0,1.1,0.3101252100397418
6.0,1.102,0.3072498965139068
6.0,1.104,0.30440031179352467
6.0,1.106,0.30157627440102697
6.0,1.108,0.29877518148517274
6.0,1.11,0.2959955266636697
6.0,1.112,0.2932378834512909
6.0,1.114,0.29050284103641744
6.0,1.116,0.2877906693985612
6.0,1.118,0.2851016719046029
6.0,1.12,0.2824360514825542
6.0,1.122,0.2797937482308797
6.0,1.124,0.2771746516486812
6.0,1.1260000000000001,0.2745786561257721
6.0,1.1280000000000001,0.27200564986987363
6.0,1.1300000000000001,0.26945551329070944
6.0,1.1320000000000001,0.2669281193941314
6.0,1.1340000000000001,0.26442333463553047
6.0,1.1360000000000001,0.26194101981846457
6.0,1.1380000000000001,0.2594810309215128
6.0,1.1400000000000001,0.25704321982661255
6.0,1.1420000000000001,0.2546274349509308
6.0,1.1440000000000001,0.2522335217928235
6.0,1.1460000000000001,0.24986121079073392
6.0,1.1480000000000001,0.24750724754153397
6.0,1.1500000000000001,0.24517160679107172
6.0,1.1520000000000001,0.24285504451740755
6.0,1.154,0.2405578887354438
6.0,1.156,0.23828029818231888
6.0,1.158,0.236022592828326
6.0,1.16,0.23378480224061926
6.0,1.162,0.23156683469222847
6.0,1.164,0.22936860085596164
6.0,1.166,0.22719000839619746
6.0,1.168,0.2250309583533771
6.0,1.17,0.22289134501872276
6.0,1.172,0.2207710565960818
6.0,1.174,0.21866997600433394
6.0,1.176,0.21658798164152135
6.0,1.178,0.21452494806464711
6.0,1.18,0.21248074658045557
6.0,1.182,0.21045524575515345
6.0,1.184,0.20844831185398727
6.0,1.186,0.20645856390537792
6.0,1.188,0.20448444192145135
6.0,1.19,0.2025262260203322
6.0,1.192,0.2005843914391997
6.0,1.194,0.19865914905500487
6.0,1.196,0.19675066112697367
6.0,1.198,0.1948591173073247
6.0,1.2,0.19298449108442975
6.0,1.202,0.19112670025873527
6.0,1.204,0.1892856673800824
6.0,1.206,0.18746131046924347
6.0,1.208,0.18565354169334472
6.0,1.21,0.18386226766394795
6.0,1.212,0.1820873900923728
6.0,1.214,0.1803288064755106
6.0,1.216,0.1785864107230248
6.0,1.218,0.17686009370699451
6.0,1.22,0.17514974373674597
6.0,1.222,0.17345524696769105
6.0,1.224,0.17177648775382387
6.0,1.226,0.17011130276780909
6.0,1.228,0.16845941717736806
6.0,1.23,0.16682131488126747
6.0,1.232,0.16519725622920434
6.0,1.234,0.16358736217280864
6.0,1.236,0.1619917958923632
6.0,1.238,0.16041062926934674
6.0,1.24,0.1588438123287084
6.0,1.242,0.15729127558846284
6.0,1.244,0.15575294989057314
6.0,1.246,0.15422876178433217
6.0,1.248,0.15271863304020503
6.0,1.25,0.151222481030498
6.0,1.252,0.14974021928627607
6.0,1.254,0.1482717580479654
6.0,1.256,0.14681700476106238
6.0,1.258,0.1453758645087538
6.0,1.26,0.1439482403856747
6.0,1.262,0.1425340338202722
6.0,1.264,0.14113245945173786
6.0,1.266,0.139742219593159
6.0,1.268,0.1383634572524176
6.0,1.27,0.13699652671642681
6.0,1.272,0.135641581462523
6.0,1.274,0.1342986912319593
6.0,1.276,0.13296801148172632
6.0,1.278,0.13164954224011607
6.0,1.28,0.13034322293072167
6.0,1.282,0.12904899447431073
6.0,1.284,0.12776679542839148
6.0,1.286,0.1264965603771675
6.0,1.288,0.12523821998782644
6.0,1.29,0.12399170143450593
6.0,1.292,0.12275692887643838
6.0,1.294,0.12153382390473176
6.0,1.296,0.12032230593720238
6.0,1.298,0.11912229256073462
6.0,1.3,0.11793369982656157
6.0,1.302,0.11675644250504523
6.0,1.304,0.11558911937707075
6.0,1.306,0.11443141258229199
6.0,1.308,0.11328362665893604
6.0,1.31,0.11214595471531946
6.0,1.312,0.11101848311655105
6.0,1.314,0.1099012702330603
6.0,1.316,0.10879440881076934
6.0,1.318,0.10769787508007642
6.0,1.32,0.10661161343271479
6.0,1.322,0.10553557103681545
6.0,1.324,0.10446969265271305
6.0,1.326,0.10341391986313066
6.0,1.328,0.10236819121497577
6.0,1.33,0.10133244256916914
6.0,1.332,0.10030660747418038
6.0,1.334,0.09929061751140497
6.0,1.336,0.09828440260021383
6.0,1.338,0.09728789126311836
6.0,1.34,0.09630101085525354
6.0,1.342,0.09532328486343666
6.0,1.344,0.09435372963253012
6.0,1.346,0.09339242157380692
6.0,1.348,0.09243961255192565
6.0,1.35,0.09149540912557483
6.0,1.352,0.09055985787525715
6.0,1.354,0.08963301099882622
6.0,1.356,0.08871491097540911
6.0,1.358,0.08780552571549938
6.0,1.36,0.08690480660154146
6.0,1.362,0.08601270619861984
6.0,1.364,0.08512917505225712
6.0,1.366,0.08425416124350753
6.0,1.368,0.08338761052982342
6.0,1.37,0.0825294666199285
6.0,1.372,0.08167967146123899
6.0,1.374,0.08083816550505749
6.0,1.3760000000000001,0.08000488794136267
6.0,1.3780000000000001,0.0791797769036446
6.0,1.3800000000000001,0.07836276964685994
6.0,1.3820000000000001,0.0775529418510307
6.0,1.3840000000000001,0.07675001890808424
6.0,1.3860000000000001,0.0759541952078522
6.0,1.3880000000000001,0.07516560698749215
6.0,1.3900000000000001,0.07438431286422242
6.0,1.3920000000000001,0.07361033506723294
6.0,1.3940000000000001,0.07284371666255776
6.0,1.3960000000000001,0.07208447017721359
6.0,1.3980000000000001,0.07133256056577181
6.0,1.4000000000000001,0.07058794507514037
6.0,1.4020000000000001,0.06985058128874996
6.0,1.4040000000000001,0.06912042515848424
6.0,1.4060000000000001,0.06839743075116526
6.0,1.408,0.06768155037326092
6.0,1.41,0.06697273478316414
6.0,1.412,0.06627093341033036
6.0,1.414,0.06557609455757152
6.0,1.416,0.06488816558080021
6.0,1.418,0.06420709304651226
6.0,1.42,0.06353258397443637
6.0,1.422,0.06286391886365031
6.0,1.424,0.06220113715549316
6.0,1.426,0.0615444133836017
6.0,1.428,0.0608938193862493
6.0,1.43,0.06024938491270045
6.0,1.432,0.05961111720683822
6.0,1.434,0.058979048952084896
6.0,1.436,0.05835317638791003
6.0,1.438,0.05773346489250628
6.0,1.44,0.05711987676314237
6.0,1.442,0.05651237426469432
6.0,1.444,0.0559109183893554
6.0,1.446,0.05531546870648113
6.0,1.448,0.054725983464088246
6.0,1.45,0.05414241975017466
6.0,1.452,0.05356473365859051
6.0,1.454,0.0529928804426809
6.0,1.456,0.05242681465245401
6.0,1.458,0.05186649025533557
6.0,1.46,0.05131130675953636
6.0,1.462,0.0507610378372442
6.0,1.464,0.05021580450718738
