tta_condition,d_condition,is_turn_decision,RT,loss,subj_id
4.0,90.0,0.06832140474648063,0.6236938693986236,0.437560502381608,129
4.0,150.0,0.3552428575211234,0.6691129650839569,0.437560502381608,129
4.0,120.0,0.1711507522255625,0.6523108539984818,0.437560502381608,129
5.0,90.0,0.16821502060204468,0.8329883824964225,0.437560502381608,129
5.0,150.0,0.703997237177065,0.8333879599488944,0.437560502381608,129
5.0,120.0,0.4068723459256546,0.8536970916929038,0.437560502381608,129
6.0,90.0,0.5568371096027109,0.9691279887983044,0.437560502381608,129
6.0,150.0,0.9742181819495226,0.7964226421352357,0.437560502381608,129
6.0,120.0,0.8473491777845904,0.9064774501375166,0.437560502381608,129
4.0,90.0,0.0179946805383217,0.5718342588464618,0.3159699281893759,389
4.0,150.0,0.4494413058927632,0.6337768635062974,0.3159699281893759,389
4.0,120.0,0.11222691712965288,0.6050401684664533,0.3159699281893759,389
5.0,90.0,0.05394623058163762,0.6004399896966414,0.3159699281893759,389
5.0,150.0,0.7633768804975138,0.6444236788155441,0.3159699281893759,389
5.0,120.0,0.2928120227246828,0.6414549297522079,0.3159699281893759,389
6.0,90.0,0.15873432307381338,0.6418481315953403,0.3159699281893759,389
6.0,150.0,0.9451585975934956,0.6231077110659712,0.3159699281893759,389
6.0,120.0,0.6080727650146299,0.6704223780194184,0.3159699281893759,389
4.0,90.0,0.167862072320197,0.3823636827519468,0.2281623218103492,525
4.0,150.0,0.5132552832324273,0.4066979335152681,0.2281623218103492,525
4.0,120.0,0.3149126829138669,0.3988865639647456,0.2281623218103492,525
5.0,90.0,0.3676319450747063,0.4189869237911077,0.2281623218103492,525
5.0,150.0,0.7793760080427891,0.4111181589495493,0.2281623218103492,525
5.0,120.0,0.5841511759154858,0.4236556504653137,0.2281623218103492,525
6.0,90.0,0.6552724327027417,0.4384129984721892,0.2281623218103492,525
6.0,150.0,0.9337810408942544,0.38670904199151424,0.2281623218103492,525
6.0,120.0,0.835444128026631,0.4175260955106338,0.2281623218103492,525
4.0,90.0,0.00930106489159292,0.5703394108349699,0.20137834201466895,616
4.0,150.0,0.2274461577169152,0.6271264701237612,0.20137834201466895,616
4.0,120.0,0.05190038590190872,0.596391456999393,0.20137834201466895,616
5.0,90.0,0.026617945728371846,0.606871353856954,0.20137834201466895,616
5.0,150.0,0.5414134069563249,0.6745126811479294,0.20137834201466895,616
5.0,120.0,0.15566435409612592,0.6480115954935269,0.20137834201466895,616
6.0,90.0,0.09453232467922967,0.6662916021438605,0.20137834201466895,616
6.0,150.0,0.8885723143637619,0.6837198556636926,0.20137834201466895,616
6.0,120.0,0.4475234176289013,0.710716276657746,0.20137834201466895,616
4.0,90.0,0.045067514640620567,0.4803855932999426,0.574398448552729,618
4.0,150.0,0.4029943533069175,0.5542759949747954,0.574398448552729,618
4.0,120.0,0.157154693144824,0.5268898201802897,0.574398448552729,618
5.0,90.0,0.12819601706377112,0.6135128625979331,0.574398448552729,618
5.0,150.0,0.7395384174832041,0.6337331368207372,0.574398448552729,618
5.0,120.0,0.3877541972186782,0.6519709949250633,0.574398448552729,618
6.0,90.0,0.3756295631300328,0.7503654316146129,0.574398448552729,618
6.0,150.0,0.9632242850633423,0.6103533496317719,0.574398448552729,618
6.0,120.0,0.7587990363630772,0.7222470533810996,0.574398448552729,618
4.0,90.0,0.05285540390756192,0.5513082173313922,0.5137727144731392,642
4.0,150.0,0.6152066390589711,0.624473279765475,0.5137727144731392,642
4.0,120.0,0.2338326742694292,0.6080255338321292,0.5137727144731392,642
5.0,90.0,0.06335595080122057,0.6189704658827965,0.5137727144731392,642
5.0,150.0,0.7480884055725507,0.6849428168305152,0.5137727144731392,642
5.0,120.0,0.3074347281095536,0.6897074166985464,0.5137727144731392,642
6.0,90.0,0.08549138974564911,0.6971648691232731,0.5137727144731392,642
6.0,150.0,0.8670134192469379,0.7231737919956688,0.5137727144731392,642
6.0,120.0,0.4179663356996857,0.7732449312659101,0.5137727144731392,642
4.0,90.0,0.14488340363442273,0.4986957221902009,0.5577075252935733,755
4.0,150.0,0.7475743701001751,0.5113031287064432,0.5577075252935733,755
4.0,120.0,0.4109212154103769,0.5181522844396813,0.5577075252935733,755
5.0,90.0,0.14474422203725942,0.5557574078698084,0.5577075252935733,755
5.0,150.0,0.8607351292718061,0.5568145396160712,0.5577075252935733,755
5.0,120.0,0.4922117977801881,0.5850737758503708,0.5577075252935733,755
6.0,90.0,0.1636336424291245,0.6312070805326817,0.5577075252935733,755
6.0,150.0,0.9443845857687332,0.5924016233609941,0.5577075252935733,755
6.0,120.0,0.6119770406472685,0.6631841489058645,0.5577075252935733,755
