tta_condition,d_condition,is_turn_decision,RT,subj_id
2.0,60.0,0.18976091689290833,0.3958510979680975,129
2.0,70.0,0.2020111458313364,0.3960365048847813,129
2.0,80.0,0.21484110193082004,0.3962207942898946,129
2.0,90.0,0.22823566500263168,0.3963956467766984,129
2.0,100.0,0.24219803000765952,0.39656392717865846,129
2.0,110.0,0.2567207652529685,0.39672488794897837,129
2.0,120.0,0.2718022863908849,0.3968817409106865,129
2.0,130.0,0.2874089178795863,0.39702615613467757,129
2.0,140.0,0.3035294025312819,0.3971610514936664,129
2.0,150.0,0.3201396647270574,0.3972857292813534,129
2.0,160.0,0.3372113039691507,0.3973995238040795,129
2.0,170.0,0.35472361807415875,0.39750565825665546,129
2.0,180.0,0.37261715656817807,0.39759604815405414,129
2.5,60.0,0.11396326323422726,0.41504146036337086,129
2.5,70.0,0.1273593315820787,0.4158348606953789,129
2.5,80.0,0.14204124523872752,0.4166184751895869,129
2.5,90.0,0.15806932492217574,0.4173868919209131,129
2.5,100.0,0.17549326832877074,0.4181343005256674,129
2.5,110.0,0.19434921855334186,0.4188545675566235,129
2.5,120.0,0.21465677400055586,0.4195413223925231,129
2.5,130.0,0.23641607662755146,0.4201880543095022,129
2.5,140.0,0.2596051510419955,0.42078822910928143,129
2.5,150.0,0.28417766461227223,0.42133541164501115,129
2.5,160.0,0.3100557193318366,0.4218192592822182,129
2.5,170.0,0.3371514823038446,0.4222425638607539,129
2.5,180.0,0.3653270569503138,0.4225914022669532,129
3.0,60.0,0.061004431035451064,0.45222058218962286,129
3.0,70.0,0.07331728795890262,0.4547334594943756,129
3.0,80.0,0.08778454360279177,0.45725073138575434,129
3.0,90.0,0.10466367278812426,0.4597406296911235,129
3.0,100.0,0.12420892573072398,0.46218620228255436,129
3.0,110.0,0.14664439103361512,0.46454340678120426,129
3.0,120.0,0.17215906460399044,0.4667837394479557,129
3.0,130.0,0.20088271298899682,0.4688764831253536,129
3.0,140.0,0.23285678058224507,0.4707742976922093,129
3.0,150.0,0.268030626814422,0.4724463918406624,129
3.0,160.0,0.3062328132217365,0.4738538435065031,129
3.0,170.0,0.3471768845115016,0.4749742991390262,129
3.0,180.0,0.3904371519532095,0.4757714422141326,129
3.5,60.0,0.03446968211855984,0.5128881779491855,129
3.5,70.0,0.04530612995600947,0.5187188399424721,129
3.5,80.0,0.05913895954978742,0.524585905886244,129
3.5,90.0,0.07658982293493428,0.5304116452309514,129
3.5,100.0,0.0983087838108485,0.5360838302001258,129
3.5,110.0,0.12493380075537565,0.5414948540280885,129
3.5,120.0,0.15702974070640446,0.5465391730719379,129
3.5,130.0,0.19500305017032163,0.5510831090781164,129
3.5,140.0,0.23902276322862562,0.5550048019885019,129
3.5,150.0,0.2889398216966242,0.5581954255290859,129
3.5,160.0,0.34421290046224134,0.5605366136852379,129
3.5,170.0,0.40389218170122926,0.5619348909589738,129
3.5,180.0,0.4666427265283911,0.5623204640687147,129
4.0,60.0,0.026096376638511123,0.594961911820311,129
4.0,70.0,0.03733294231267224,0.6052563317223055,129
4.0,80.0,0.05275420119964754,0.6155036931333657,129
4.0,90.0,0.07350738683570984,0.6254799001488254,129
4.0,100.0,0.10082554607918598,0.6349736770308008,129
4.0,110.0,0.13589850061202602,0.643720159083319,129
4.0,120.0,0.1796959495132391,0.6514543777895091,129
4.0,130.0,0.23274409527891762,0.6579113328016342,129
4.0,140.0,0.29489191740075194,0.6628244429158044,129
4.0,150.0,0.365132779356592,0.6659552070266681,129
4.0,160.0,0.4415290958918607,0.667088631700577,129
4.0,170.0,0.5213179012463728,0.6660730682248145,129
4.0,180.0,0.6011810581601921,0.662816775380742,129
4.5,60.0,0.02989594058584929,0.6899572084397838,129
