tta_condition,is_turn_decision,RT,loss
4.0,0.23556290548938616,0.5934546226592802,0.02782665311263474
5.0,0.4203581496462589,0.6281058519177324,0.02782665311263474
6.0,0.6371588880240455,0.6333389309694881,0.02782665311263474
