tta_condition,d_condition,is_go_decision,RT,subj_id
5.5,140.0,0.7943635417097535,0.7873398251875555,129
5.5,150.0,0.8584503938889868,0.764950282848039,129
5.5,160.0,0.9078670158037159,0.7383494330112884,129
5.5,170.0,0.9433758346685042,0.7089590838233983,129
5.5,180.0,0.9671330337955666,0.6784155299543992,129
6.0,60.0,0.270190556569574,0.81827957722204,129
6.0,70.0,0.3502553898591902,0.8297672494153954,129
6.0,80.0,0.4400172446715146,0.8363239271964252,129
6.0,90.0,0.535260045879526,0.8371712915856869,129
6.0,100.0,0.6305005663704943,0.8317388600698621,129
6.0,110.0,0.7199063509651763,0.8197731654165947,129
6.0,120.0,0.7984220099718722,0.8014474676548592,129
6.0,130.0,0.8627379247287904,0.7774444822286019,129
6.0,140.0,0.9117681305261586,0.7489702744063773,129
6.0,150.0,0.9465031209149206,0.7176569402423877,129
6.0,160.0,0.9693635829748003,0.6853406456200273,129
6.0,170.0,0.9833575768229805,0.653759540447887,129
6.0,180.0,0.991352732156691,0.624270900428076,129
6.5,60.0,0.43492365862970966,0.8500517521322996,129
6.5,70.0,0.531665685994194,0.8515711069199585,129
6.5,80.0,0.628636263085731,0.846287107716153,129
6.5,90.0,0.7196678555337059,0.8339191670745926,129
6.5,100.0,0.7994103179196662,0.814673628675646,129
6.5,110.0,0.8643983237068386,0.7893320123798604,129
6.5,120.0,0.9135653932784791,0.7592571699274253,129
6.5,130.0,0.9480568772721425,0.7262700209146076,129
6.5,140.0,0.970497846136328,0.6923861897285567,129
6.5,150.0,0.984068250723211,0.6594714623876381,129
6.5,160.0,0.9917329285903611,0.6289354182148935,129
6.5,170.0,0.9958122703181526,0.6015779540414685,129
6.5,180.0,0.9978873537692093,0.5776246358292046,129
7.0,60.0,0.6238301950339982,0.8596159975657708,129
7.0,70.0,0.7165750598964111,0.8470854793232927,129
7.0,80.0,0.797822820873445,0.8271869280310354,129
7.0,90.0,0.8638966912350485,0.8007818928891034,129
7.0,100.0,0.9136752898083889,0.7693670630783335,129
7.0,110.0,0.9483870024866887,0.7349292108647572,129
7.0,120.0,0.9708084107345125,0.6996458058609836,129
7.0,130.0,0.9842646602356783,0.6655025568330725,129
7.0,140.0,0.9918153779985186,0.6339651174740952,129
7.0,150.0,0.9958198574453494,0.605829671715709,129
7.0,160.0,0.9978605344759703,0.5812819258547087,129
7.0,170.0,0.9988822204418975,0.5600899164172257,129
7.0,180.0,0.9993406143849806,0.541723675302064,129
7.5,60.0,0.7940208918811013,0.8391156783963305,129
7.5,70.0,0.861558630482046,0.8119163516891099,129
7.5,80.0,0.9123779338936033,0.7794075171504389,129
7.5,90.0,0.9477200852257269,0.7437187805242181,129
7.5,100.0,0.9704653073947077,0.7071747046629417,129
7.5,110.0,0.984063938410625,0.6718783179339048,129
7.5,120.0,0.9916736044076042,0.6393604481842112,129
7.5,130.0,0.995709142354992,0.6104298641660413,129
7.5,140.0,0.9977747943607392,0.5852498703069845,129
7.5,150.0,0.9988178831684001,0.5635501975837194,129
7.5,160.0,0.9992903218854111,0.5447668759038701,129
7.5,170.0,0.999549769950305,0.5285858220298066,129
7.5,180.0,0.9996972416368295,0.5144974146303891,129
8.0,60.0,0.9098593427024745,0.7894474259990222,129
8.0,70.0,0.9462003696530542,0.7526893127039171,129
8.0,80.0,0.9695726928792001,0.7150028942201945,129
8.0,90.0,0.9835351883669454,0.6786091850437809,129
8.0,100.0,0.9913492853197712,0.6451163973890585,129
8.0,110.0,0.995502773630091,0.6153638034814585,129
8.0,120.0,0.9976411198993472,0.5895094801342733,129
8.0,130.0,0.9987278925089931,0.5672531913451986,129
8.0,140.0,0.9992317765358738,0.5480207713004394,129
8.0,150.0,0.9995135290982938,0.5314688364400839,129
8.0,160.0,0.9996753480555772,0.5170681297244961,129
8.0,170.0,0.9997696934649841,0.5044155393858922,129
8.0,180.0,0.9998232525603149,0.49320171066030793,129
2.0,60.0,3.49553457949041e-43,0.5686297319758751,280
2.0,70.0,9.66703597903677e-38,0.5689563374875977,280
2.0,80.0,1.1353912472990527e-32,0.569254330419096,280
2.0,90.0,7.158840287987262e-28,0.5693485159224666,280
2.0,100.0,2.5606855610460522e-23,0.5708317591944483,280
2.0,110.0,5.9140982996293385e-19,0.5722493345605648,280
2.0,120.0,1.0390679629176793e-14,0.5737584857999534,280
2.0,130.0,1.3347528456039683e-10,0.5767098500835681,280
2.0,140.0,1.1902329654519178e-06,0.5834848695028443,280
2.0,150.0,0.004231371813432345,0.5990977570123454,280
2.0,160.0,0.6114541544773865,0.6123713639005073,280
2.0,170.0,0.9999159689951168,0.5847789443862151,280
2.0,180.0,0.9999999958927335,0.5763579841867115,280
2.5,60.0,2.06766159656704e-42,0.5686725063262242,280
2.5,70.0,5.028853020342596e-37,0.5690012814339228,280
2.5,80.0,5.353639840854316e-32,0.569300659423243,280
2.5,90.0,3.0997695466305796e-27,0.5694461988072705,280
2.5,100.0,1.0454731389689824e-22,0.5710487146723605,280
2.5,110.0,2.3344539396883046e-18,0.5724431066954335,280
2.5,120.0,3.9508544197201674e-14,0.5742755888932429,280
2.5,130.0,5.023688326407844e-10,0.5775633087764642,280
2.5,140.0,4.451933601657568e-06,0.5857069146065301,280
2.5,150.0,0.014005842713111564,0.6053214634752873,280
2.5,160.0,0.8570426646515009,0.6127629807243749,280
2.5,170.0,0.9999320831216761,0.5824872523732095,280
2.5,180.0,0.9999999958629432,0.5761526616065897,280
3.0,60.0,1.199872649976829e-41,0.5687172446334223,280
3.0,70.0,2.5763529887101367e-36,0.5690459515977302,280
3.0,80.0,2.492428108317944e-31,0.5693448812264401,280
3.0,90.0,1.33123671773498e-26,0.5695513894047142,280
3.0,100.0,4.239589563510179e-22,0.571267133456683,280
3.0,110.0,9.130959410409077e-18,0.5726240960947437,280
3.0,120.0,1.4922386569147611e-13,0.5747647475842895,280
3.0,130.0,1.8878410938509642e-09,0.5780456177067904,280
3.0,140.0,1.6187351950646906e-05,0.5882638989184708,280
3.0,150.0,0.04160982246709468,0.6122689552672455,280
3.0,160.0,0.9717562642936719,0.6076656806336547,280
3.0,170.0,0.9999999636663718,0.5807301378785614,280
3.0,180.0,0.9999999957756248,0.5757663369559414,280
3.5,60.0,6.833425902531864e-41,0.568762947464016,280
3.5,70.0,1.3005438749469407e-35,0.5690902956829005,280
3.5,80.0,1.1465576473964875e-30,0.5693877204890447,280
3.5,90.0,5.673222940274554e-26,0.5696650727391097,280
3.5,100.0,1.7080515046236592e-21,0.5714824933491628,280
3.5,110.0,3.5456284798389984e-17,0.5727947338343522,280
3.5,120.0,5.607448460254516e-13,0.5752213857775547,280
3.5,130.0,6.957715261859239e-09,0.5789329157726809,280
3.5,140.0,5.758943147262145e-05,0.591268545302966,280
3.5,150.0,0.10962749762126157,0.6197615891718776,280
3.5,160.0,0.9975083968977231,0.6003061178581478,280
3.5,170.0,0.9999999883307491,0.5793202293873263,280
3.5,180.0,0.9999999956737655,0.5753409742479209,280
4.0,60.0,3.821239258622151e-40,0.5688090569454723,280
4.0,70.0,6.471994184580326e-35,0.5691342480758795,280
4.0,80.0,5.214465565553825e-30,0.5694295136915717,280
4.0,90.0,2.4324471819809995e-25,0.5699338082323246,280
4.0,100.0,6.837865274809477e-21,0.5716923517803001,280
4.0,110.0,1.3682092715438695e-16,0.572956248942419,280
4.0,120.0,2.098014027318618e-12,0.5756441655727313,280
4.0,130.0,2.5364075531052582e-08,0.580019383360747,280
4.0,140.0,0.00020072860837796664,0.5948532510920943,280
4.0,150.0,0.24932387139214654,0.6271092132779857,280
4.0,160.0,0.9998538922473003,0.5943424738846717,280
4.0,170.0,0.9999999942512278,0.578419654696562,280
4.0,180.0,0.9999999955599086,0.574873267493312,280
4.5,60.0,2.099278308036041e-39,0.568855242055353,280
4.5,70.0,3.176499486976859e-34,0.5691777582992261,280
4.5,80.0,2.3456621697096735e-29,0.5694704386635917,280
4.5,90.0,1.0158495603368015e-24,0.5702003604881962,280
4.5,100.0,2.7205509678919096e-20,0.5718954038952987,280
4.5,110.0,5.320622801725758e-16,0.572903531660954,280
4.5,120.0,7.819350442039503e-12,0.5760335012889763,280
4.5,130.0,9.200774827207153e-08,0.581377361549771,280
4.5,140.0,0.0006840294407562815,0.5991791525840381,280
4.5,150.0,0.4728469677976115,0.6327845259892684,280
4.5,160.0,0.9999245469560357,0.5901574666693156,280
4.5,170.0,0.9999999956975258,0.5779651268488075,280
4.5,180.0,0.9999999954338813,0.574359417233352,280
5.0,60.0,1.1336544943234063e-38,0.5689012966231094,280
5.0,70.0,1.5383516096411007e-33,0.5692207912432851,280
5.0,80.0,1.0650046174768672e-28,0.5691276658881076,280
5.0,90.0,4.212702594536466e-24,0.5704614861997565,280
5.0,100.0,1.075940078870949e-19,0.5720909859982833,280
5.0,110.0,2.022937247336504e-15,0.5732037971401367,280
5.0,120.0,2.922849807975979e-11,0.5762063370048808,280
5.0,130.0,3.3163445992491105e-07,0.582979870467884,280
5.0,140.0,0.002266795880477253,0.6044350902498993,280
5.0,150.0,0.7271584460972838,0.634281651037049,280
5.0,160.0,0.9999473671084217,0.5870458691501623,280
5.0,170.0,0.9999999959467877,0.5771227705613313,280
5.0,180.0,0.9999999952947519,0.5737952211485717,280
5.5,60.0,6.021169127133122e-38,0.568947087367305,280
5.5,70.0,7.354471980524985e-33,0.569263323410029,280
5.5,80.0,4.6791706249895965e-28,0.5692483425229331,280
5.5,90.0,1.734775416223759e-23,0.5707152873485478,280
5.5,100.0,4.2305418835286665e-19,0.5722788071234,280
5.5,110.0,7.703874721398642e-15,0.5736826908919115,280
5.5,120.0,1.0804062815714862e-10,0.5767936175963203,280
5.5,130.0,1.1887634327024852e-06,0.5848384798377129,280
5.5,140.0,0.007235926515248048,0.610818193168485,280
5.5,150.0,0.9105720689515581,0.6292005123827472,280
5.5,160.0,0.9999510396661404,0.5845949118931915,280
5.5,170.0,0.9999999958944336,0.576429700644265,280
5.5,180.0,0.9999999951645964,0.5732811802561267,280
6.0,60.0,3.147101237987348e-37,0.568992525695635,280
6.0,70.0,3.47235034630121e-32,0.5693053395079549,280
6.0,80.0,2.036660669327737e-27,0.5693690617925823,280
6.0,90.0,7.094383868445239e-23,0.5709606805301978,280
6.0,100.0,1.654111953253019e-18,0.5724587979972442,280
6.0,110.0,2.896960048946221e-14,0.5742221773610935,280
6.0,120.0,3.9611286898356057e-10,0.5776279907538402,280
6.0,130.0,4.234948779027394e-06,0.5870403195464767,280
6.0,140.0,0.02191101460029025,0.6184712916369608,280
6.0,150.0,0.9839883157281301,0.6185759738609841,280
6.0,160.0,0.9999998467566236,0.5826174180966927,280
6.0,170.0,0.9999999957974025,0.5758378402564823,280
6.0,180.0,0.9999999950670005,0.5729665253951512,280
6.5,60.0,1.6195884904986697e-36,0.56903755154841,280
6.5,70.0,1.6197684941029635e-31,0.569346829949495,280
6.5,80.0,8.78433813639932e-27,0.5694892950849906,280
6.5,90.0,2.8815947223283386e-22,0.5711970904331307,280
6.5,100.0,6.432510113699795e-18,0.5726310226728573,280
6.5,110.0,1.0859569987348059e-13,0.5747224133000981,280
6.5,120.0,1.4501903970655954e-09,0.578382309525165,280
6.5,130.0,1.4981641890734248e-05,0.5896631603220389,280
6.5,140.0,0.061477309412382865,0.6273326986251588,280
6.5,150.0,0.9983707150336901,0.6077499243103928,280
6.5,160.0,0.9999999573147723,0.5809397371979849,280
6.5,170.0,0.9999999957871792,0.57585521344674,280
6.5,180.0,0.9999999950943587,0.573049786255261,280
7.0,60.0,8.210886762749424e-36,0.5690821237050299,280
7.0,70.0,7.46818638639518e-31,0.5693877891023854,280
7.0,80.0,3.75537502988561e-26,0.5696086542238484,280
7.0,90.0,1.1627013967413233e-21,0.5714242652928577,280
7.0,100.0,2.488450421938031e-17,0.5727956250242985,280
7.0,110.0,4.0580831763649065e-13,0.5751843563845979,280
7.0,120.0,5.308959510657996e-09,0.5789157828155065,280
7.0,130.0,5.255583795826376e-05,0.5928252841354201,280
7.0,140.0,0.15450626029171446,0.6368432216351023,280
7.0,150.0,0.9997274560373514,0.5999393624694653,280
7.0,160.0,0.999999986112744,0.5794921285137884,280
7.0,170.0,0.9999999956985229,0.5754410141095998,280
7.0,180.0,0.999999995048759,0.5728961041614452,280
7.5,60.0,4.102861323704129e-35,0.5691262137341239,280
7.5,70.0,3.404708249183825e-30,0.5694282140776108,280
7.5,80.0,1.6019194112339895e-25,0.5697835934261257,280
7.5,90.0,4.6612099546316035e-21,0.571642161909592,280
7.5,100.0,9.578482149909228e-17,0.5729527953929769,280
7.5,110.0,1.5117746437165692e-12,0.5756096170390955,280
7.5,120.0,1.9262038755919998e-08,0.5799639272167146,280
7.5,130.0,0.0001823982697368103,0.5966840331794974,280
7.5,140.0,0.3328765301306395,0.6454841270816637,280
7.5,150.0,0.9998762232976722,0.5945639939425255,280
7.5,160.0,0.9999999936085646,0.5786163963989925,280
7.5,170.0,0.9999999955878924,0.5749857192341987,280
7.5,180.0,0.9999999950007119,0.572734409435069,280
8.0,60.0,2.0216574060905175e-34,0.5691698020871355,280
8.0,70.0,1.5353645155045306e-29,0.569468103883017,280
8.0,80.0,6.7388728255081555e-25,0.5700754610208763,280
8.0,90.0,1.8569800677724402e-20,0.5718508719503826,280
8.0,100.0,3.69976882105875e-16,0.5728252684613804,280
8.0,110.0,5.614919668590861e-12,0.576000156503374,280
8.0,120.0,6.965678070880045e-08,0.5813164379345265,280
8.0,130.0,0.0006239305823722203,0.6014461092624606,280
8.0,140.0,0.5871548763892369,0.6503242355514387,280
8.0,150.0,0.9999138043152802,0.5905971429519473,280
8.0,160.0,0.9999999955396252,0.5781452001067932,280
8.0,170.0,0.9999999954653414,0.5744855109989607,280
8.0,180.0,0.999999994950098,0.5725643229107857,280
2.0,60.0,8.207522562973238e-05,0.5587192033417375,389
2.0,70.0,0.00017313102038189995,0.5589441407498398,389
2.0,80.0,0.00036402191529031497,0.5591488916133047,389
2.0,90.0,0.0007630456569203702,0.5593345455640862,389
2.0,100.0,0.0015986899198261876,0.5587404731462623,389
2.0,110.0,0.00332735304119251,0.5591681678325385,389
2.0,120.0,0.00689781144120982,0.5595471490288102,389
2.0,130.0,0.014163809858903796,0.5611355624859113,389
2.0,140.0,0.0286956215336887,0.5622371456160635,389
2.0,150.0,0.057172447321223493,0.5640493154256032,389
2.0,160.0,0.1100860638569489,0.5659841813806614,389
2.0,170.0,0.20111483748935205,0.5680891204366151,389
2.0,180.0,0.33868950179412477,0.5697785970767564,389
2.5,60.0,0.00016368763641569925,0.5589276041609992,389
2.5,70.0,0.00034430293635817497,0.5591342418491364,389
2.5,80.0,0.0007220025192095826,0.5593216802540822,389
2.5,90.0,0.0015126510952790024,0.5587051521262684,389
2.5,100.0,0.003150323721409875,0.5591378406004934,389
2.5,110.0,0.006535722432864027,0.5595217116385172,389
2.5,120.0,0.01345131574213892,0.561103260532957,389
2.5,130.0,0.027324011078322795,0.5621727890816435,389
2.5,140.0,0.05464190486489678,0.5640019920750575,389
2.5,150.0,0.10579949752374342,0.5659612701310812,389
2.5,160.0,0.19459286286029837,0.5681834445173378,389
2.5,170.0,0.3303468344277601,0.5698982885065779,389
2.5,180.0,0.5030651431894801,0.570746332668982,389
3.0,60.0,0.00032563705808828666,0.5591194143229352,389
3.0,70.0,0.000683094142158151,0.5593085195122259,389
3.0,80.0,0.0014312090926080383,0.5586697977506758,389
3.0,90.0,0.0029822397344127158,0.5591070347187846,389
3.0,100.0,0.006190742697437832,0.5594954216385958,389
3.0,110.0,0.012758149220782626,0.5610663984280139,389
3.0,120.0,0.025985170605982186,0.5621009377703814,389
3.0,130.0,0.05210388666315251,0.563930335601665,389
3.0,140.0,0.10135938004507493,0.5658919329351981,389
3.0,150.0,0.18758869910691525,0.5681596248240579,389
3.0,160.0,0.3208992334941671,0.569941409171256,389
3.0,170.0,0.49263517163706777,0.570862528902711,389
3.0,180.0,0.6678991179390927,0.5703263384441495,389
3.5,60.0,0.0006462386399471024,0.5592951452024931,389
3.5,70.0,0.0013541241327309785,0.5586343097379751,389
3.5,80.0,0.0028228435307343556,0.5590758356264307,389
3.5,90.0,0.005862874853446394,0.5594685209491421,389
3.5,100.0,0.012095368837213091,0.5610274840592603,389
3.5,110.0,0.024695275346054774,0.5620272392458779,389
3.5,120.0,0.04961584416842859,0.5638456659733107,389
3.5,130.0,0.09691593203857725,0.5657953817923566,389
3.5,140.0,0.18041527936949972,0.5680365745420406,389
3.5,150.0,0.31090180713388244,0.5699364709483654,389
3.5,160.0,0.4812965145278703,0.570938282681344,389
3.5,170.0,0.657678588673664,0.5704684201208826,389
3.5,180.0,0.800277335482932,0.5687091320626033,389
4.0,60.0,0.0012811664961534606,0.5585986380313246,389
4.0,70.0,0.0026717815092776294,0.5590442864436195,389
4.0,80.0,0.005551666438276853,0.559441131140265,389
4.0,90.0,0.01146365998662867,0.5609877833597038,389
4.0,100.0,0.023442266841626987,0.5619499549810197,389
4.0,110.0,0.04720500915291004,0.5637545866507284,389
4.0,120.0,0.09254378911374668,0.5656817203575556,389
4.0,130.0,0.17319714894409582,0.5679447683501844,389
4.0,140.0,0.30064662533757064,0.5698988260383303,389
4.0,150.0,0.46940598106184134,0.5709856328037318,389
4.0,160.0,0.6467923343845972,0.5705954051918769,389
4.0,170.0,0.7923075353498795,0.5688758414014498,389
4.0,180.0,0.8885990071917322,0.566569379330338,389
4.5,60.0,0.002528670483258304,0.559012411449659,389
4.5,70.0,0.00525648796497681,0.5594133201158682,389
4.5,80.0,0.010862668907238245,0.5609479961629023,389
4.5,90.0,0.022242401479310114,0.5618704980188842,389
4.5,100.0,0.04488186200589516,0.5636584656919964,389
4.5,110.0,0.0882825816126696,0.5655568009663536,389
4.5,120.0,0.16605461505674246,0.5678348930474091,389
4.5,130.0,0.2903041656283441,0.5698377311224482,389
4.5,140.0,0.4571706877700696,0.5710111703367061,389
4.5,150.0,0.6354057546710583,0.5707100082326716,389
4.5,160.0,0.7838896891323018,0.5690396672349568,389
4.5,170.0,0.8833917700526318,0.5667356181929434,389
4.5,180.0,0.9405941365677981,0.5644293587135191,389
5.0,60.0,0.004976643202584327,0.5593851288856942,389
5.0,70.0,0.010292399617423243,0.56050807795648,389
5.0,80.0,0.021097631449288928,0.5617897373875748,389
5.0,90.0,0.04264393355648267,0.5638185098033357,389
5.0,100.0,0.08415391789315942,0.5654242715597553,389
5.0,110.0,0.15904425635438713,0.5677119093954599,389
5.0,120.0,0.27997984517188096,0.5697586312514755,389
5.0,130.0,0.44472261192500717,0.5710188221041325,389
5.0,140.0,0.6236225854398291,0.5708136264881426,389
5.0,150.0,0.7750673417354572,0.5692007092081722,389
5.0,160.0,0.8778972876520562,0.5669675443731927,389
5.0,170.0,0.9375629370869473,0.5645739567637377,389
5.0,180.0,0.9690878922274057,0.5628626092637956,389
5.5,60.0,0.009749926525264104,0.560465682281675,389
5.5,70.0,0.0200070747928944,0.5617082410921965,389
5.5,80.0,0.04052648852291833,0.5633828435804504,389
5.5,90.0,0.08016937075269702,0.5652865417505443,389
5.5,100.0,0.15220094555469454,0.5675791210597992,389
5.5,110.0,0.2697324124416651,0.5697335867032132,389
5.5,120.0,0.4321525478771616,0.5710110991167664,389
5.5,130.0,0.6115139535327205,0.5709069969970212,389
5.5,140.0,0.7658763493136729,0.569360631653895,389
5.5,150.0,0.872135872460978,0.5671364798508685,389
5.5,160.0,0.934315383818791,0.5647221396424418,389
5.5,170.0,0.9674321740756607,0.5629732095522635,389
5.5,180.0,0.984113835194525,0.5613720072528539,389
6.0,60.0,0.01896926248581241,0.5616263990762934,389
6.0,70.0,0.03848457291933991,0.5632766142748539,389
6.0,80.0,0.07633025961428501,0.565077302721432,389
6.0,90.0,0.1455464981182046,0.5674388435933299,389
6.0,100.0,0.2596243902118387,0.569551030462273,389
6.0,110.0,0.4195270554491298,0.5709897114024496,389
6.0,120.0,0.5991326082102096,0.5709905041778867,389
6.0,130.0,0.7563434915205782,0.5695170795678147,389
6.0,140.0,0.8661083078610831,0.5673087537958116,389
6.0,150.0,0.9309872823302668,0.5649524528214778,389
6.0,160.0,0.965685639658928,0.5630853510096381,389
6.0,170.0,0.9832403346803417,0.5614555615343172,389
6.0,180.0,0.9918781728433087,0.561211022148494,389
6.5,60.0,0.036535680158891325,0.5631697328141628,389
6.5,70.0,0.07265178174261375,0.564933063551862,389
6.5,80.0,0.13909975316338344,0.5672339653767602,389
6.5,90.0,0.24970196116848667,0.5694374819540398,389
6.5,100.0,0.40689754122738947,0.5709558938474458,389
6.5,110.0,0.5865204323217559,0.5710643366915592,389
6.5,120.0,0.7464936668173996,0.5696706889120162,389
6.5,130.0,0.8598098697807613,0.5674811953053709,389
6.5,140.0,0.9274515712796111,0.5651120710477394,389
6.5,150.0,0.96384472990228,0.5631989330113484,389
6.5,160.0,0.9823184788637025,0.5615400784742889,389
6.5,170.0,0.9914263745722821,0.561235243153195,389
6.5,180.0,0.9958568205072721,0.5592836886534729,389
7.0,60.0,0.06912362817025156,0.5647883907406475,389
7.0,70.0,0.1328640629336345,0.5670868753337823,389
7.0,80.0,0.23997627758513687,0.5693154761223302,389
7.0,90.0,0.3943054059625836,0.570910589289245,389
7.0,100.0,0.573712641579073,0.5711285732498284,389
7.0,110.0,0.7363324549514749,0.569820156405143,389
7.0,120.0,0.8532392073618953,0.5676534806676309,389
7.0,130.0,0.9237392503617012,0.5652735112855248,389
7.0,140.0,0.9619055192496521,0.5633138651702285,389
7.0,150.0,0.9813459055886727,0.5616255088664065,389
7.0,160.0,0.9909554956429637,0.56041915226999,389
7.0,170.0,0.9956250924400685,0.5593131585397111,389
7.0,180.0,0.9978796010209743,0.5588969356513108,389
7.5,60.0,0.12683560165088498,0.5669362398160488,389
7.5,70.0,0.23045185126840148,0.5691859828470731,389
7.5,80.0,0.3817850975269522,0.5708545563452594,389
7.5,90.0,0.56074023741014,0.5711832323933212,389
7.5,100.0,0.725869955618029,0.5699649024541901,389
7.5,110.0,0.8463824011308662,0.5678930654877814,389
7.5,120.0,0.9198448709586687,0.5654366050628907,389
7.5,130.0,0.9598526729295415,0.5635082645143092,389
7.5,140.0,0.9803200984380414,0.5617118079539822,389
7.5,150.0,0.9904515171117549,0.5604622781365306,389
