tta_condition,d_condition,is_turn_decision,RT,loss
4.0,90.0,0.003963090004578374,0.5864737356658035,0.2080598534619616
4.0,150.0,0.2085743850818166,0.666538713433292,0.2080598534619616
4.0,120.0,0.03453641708655182,0.6250073951551369,0.2080598534619616
5.0,90.0,0.02125962707677636,0.6188887552466817,0.2080598534619616
5.0,150.0,0.5534921715621648,0.689314168092847,0.2080598534619616
5.0,120.0,0.14927874168626812,0.6667534162834713,0.2080598534619616
6.0,90.0,0.09889747359032788,0.6610852675708062,0.2080598534619616
6.0,150.0,0.8727145470266617,0.6655601197155699,0.2080598534619616
6.0,120.0,0.44799916017207475,0.6963659711707216,0.2080598534619616
