subj_id,loss,alpha,tta_crit,beta,d_crit,noise,b_0,k,tta_crit,nondectime,halfwidth
129,0.43928643550932706,1.539801270408589,3.930324702684654,0.019667532095113904,146.58081608524122,1,1.4200618490068997,1.0819801663290451,3.930324702684654,0.35162659296940546,0.0021589612228538613
389,0.31690113140502973,1.394924580047824,5.52018735680307,0.055242515422658844,116.24002807120193,1,0.9888123826245416,0.11722523903510096,5.52018735680307,0.4683874454110802,0.14618438296122094
525,0.22330124001237533,1.166070967251704,4.145288720772394,0.02631627317476675,128.82630219279122,1,0.9688704423622442,0.10172612967418744,4.145288720772394,0.2044123915097032,0.1224548368430759
616,0.20007912924866894,1.7998000928274032,5.219170427655602,0.03995361643688107,132.44305805445416,1,0.9986769198366958,0.2628750411576647,5.219170427655602,0.4901381934992981,0.13065002487309843
618,0.5344838875570532,1.174625444328173,4.578388794772523,0.030893408746061068,115.21701629490664,1,1.7646214620183807,0.39719845960028727,4.578388794772523,0.1942189810124881,0.11210914896503044
642,0.5115117952052695,0.4536027297774843,4.218372633348096,0.11404949696748855,127.67896165572344,1,1.3041076415840944,0.3050346557170879,4.218372633348096,0.3391568179766018,0.24587632192214842
755,0.5637367473559812,0.5134934372203541,5.338091902727712,0.12466404852042268,112.02443756107725,1,1.0699048721858218,0.3889596512678537,5.338091902727712,0.3733491976255374,0.1392980972450074
