tta_condition,d_condition,is_turn_decision,RT,subj_id
2.0,60.0,0.13049185049270276,0.4011205079803351,129
2.0,70.0,0.14262961317437958,0.4016021523416217,129
2.0,80.0,0.15567419527095355,0.40207755459615857,129
2.0,90.0,0.1696499194909859,0.4025399799614065,129
2.0,100.0,0.18458882193502757,0.4029959177508158,129
2.0,110.0,0.20050216026684903,0.4034379368164734,129
2.0,120.0,0.21739255358005413,0.40385920739867237,129
2.0,130.0,0.23526895801664033,0.4042654398545947,129
2.0,140.0,0.2541082434931853,0.4046451490456398,129
2.0,150.0,0.27389957849700297,0.40500415992933264,129
2.0,160.0,0.29459519557217917,0.40533102330673443,129
2.0,170.0,0.3161615002439329,0.4056315982919017,129
2.0,180.0,0.33852463490826523,0.4058949079393075,129
2.25,60.0,0.0998348238699168,0.41201053747429145,129
2.25,70.0,0.11190243578094337,0.41288695032810446,129
2.25,80.0,0.12519213071785035,0.4137589107075946,129
2.25,90.0,0.13977751930033194,0.4146258992914787,129
2.25,100.0,0.15571549088729061,0.415472291689426,129
2.25,110.0,0.17306134352836497,0.4162965994574696,129
2.25,120.0,0.1918541291039149,0.4170921372641738,129
2.25,130.0,0.21211642353455332,0.4178519421836316,129
2.25,140.0,0.2338513138334315,0.41856887672362975,129
2.25,150.0,0.2570396204992617,0.4192357576634877,129
2.25,160.0,0.28163265373113416,0.4198412220789824,129
2.25,170.0,0.307569786001244,0.4203871158631117,129
2.25,180.0,0.33474862478470935,0.42086246230557056,129
2.5,60.0,0.07419704246624372,0.42675722837745494,129
2.5,70.0,0.08573491513102247,0.4282684173088381,129
2.5,80.0,0.09882452671649765,0.42978939105023334,129
2.5,90.0,0.11360285348911271,0.4313031853465235,129
2.5,100.0,0.1302019921863171,0.4327972983324632,129
2.5,110.0,0.14874161583189377,0.43425792033803184,129
2.5,120.0,0.16931961735129333,0.43566535263383105,129
2.5,130.0,0.19201532614978242,0.4370137910297672,129
2.5,140.0,0.21686608327237925,0.43828169601002964,129
2.5,150.0,0.24386707426706494,0.4394482550424233,129
2.5,160.0,0.2729710430951584,0.44050149661025917,129
2.5,170.0,0.3040783036834375,0.4414298686220139,129
2.5,180.0,0.3370209535107015,0.4422099089130996,129
2.75,60.0,0.054599797000331934,0.44588987808516367,129
2.75,70.0,0.06534232407869216,0.4483475205925435,129
2.75,80.0,0.07794529515857083,0.45082221908609194,129
2.75,90.0,0.09264568207447343,0.4533048745512984,129
2.75,100.0,0.10967700392770414,0.4557648267035247,129
2.75,110.0,0.12926189441881067,0.4581693411536661,129
2.75,120.0,0.151604754248262,0.4604992274793972,129
2.75,130.0,0.17686374899678947,0.4627115520381499,129
2.75,140.0,0.20514916379965,0.464782689983672,129
2.75,150.0,0.23648927184934265,0.4666685302329635,129
2.75,160.0,0.2708294676844954,0.4683398061920221,129
2.75,170.0,0.30801038239297646,0.4697637730208611,129
2.75,180.0,0.3477588411787704,0.47090615908083405,129
3.0,60.0,0.04202932636791983,0.4686394033645484,129
3.0,70.0,0.05214567232485049,0.4722974161896503,129
3.0,80.0,0.06442532825759487,0.4760027087536322,129
3.0,90.0,0.07921850601419625,0.47971841011090655,129
3.0,100.0,0.09688833012763359,0.48340126055130644,129
3.0,110.0,0.11779229326859392,0.4869966167622925,129
3.0,120.0,0.14226442046419477,0.4904614179917147,129
3.0,130.0,0.17057710140968002,0.4937264398117068,129
3.0,140.0,0.20291796355593594,0.4967361151728945,129
3.0,150.0,0.23934974575684692,0.499428536779283,129
3.0,160.0,0.2797793369221429,0.5017429330058916,129
3.0,170.0,0.32393004291915356,0.5036179257624548,129
3.0,180.0,0.37133485500313107,0.5050061363667856,129
3.25,60.0,0.03293064766663054,0.4968826705222634,129
3.25,70.0,0.04249471108414802,0.5020987485779487,129
3.25,80.0,0.05453411253070237,0.5073967879037196,129
3.25,90.0,0.06954281920037945,0.512701664296852,129
3.25,100.0,0.08805087858814356,0.517947710326467,129
3.25,110.0,0.11059408442732474,0.5230465013352732,129
3.25,120.0,0.13767959118621403,0.5279173757550946,129
3.25,130.0,0.169727859474391,0.5324512457673305,129
3.25,140.0,0.20701999178277036,0.5365512367359754,129
3.25,150.0,0.24962973552999804,0.5401145538265464,129
3.25,160.0,0.2973642077606349,0.54303779949747,129
3.25,170.0,0.34972640438365105,0.5452332860281177,129
3.25,180.0,0.40589528289151616,0.5466205463745247,129
3.5,60.0,0.0282838180806677,0.5283891258471827,129
3.5,70.0,0.037851644792816434,0.5353510299901874,129
3.5,80.0,0.05028856503579838,0.5423876031520644,129
3.5,90.0,0.06626043251518163,0.5494161369265471,129
3.5,100.0,0.08648800694783933,0.5563103586515503,129
3.5,110.0,0.11170825278746707,0.5629478968832976,129
3.5,120.0,0.1426067390715181,0.5691827560111712,129
3.5,130.0,0.1797352218797524,0.5748705857604728,129
3.5,140.0,0.223408605943657,0.579857938955936,129
3.5,150.0,0.27360214230757823,0.5839931612905386,129
3.5,160.0,0.3298607908856637,0.5871259370267967,129
3.5,170.0,0.39125887963559786,0.5891389221013663,129
3.5,180.0,0.45639353107778474,0.5899185858865745,129
3.75,60.0,0.02567711981156072,0.5649624852761581,129
3.75,70.0,0.03561221899370856,0.5739173256265201,129
3.75,80.0,0.04892361523490604,0.5829149075907225,129
3.75,90.0,0.06648782825111844,0.5918304179459766,129
3.75,100.0,0.08926021356945041,0.6004828201308787,129
3.75,110.0,0.11820897260332132,0.6086887357500577,129
3.75,120.0,0.15420721646144558,0.6162428809864271,129
3.75,130.0,0.197892640995578,0.6229268218735172,129
