subj_id,tta_condition,d_condition,loss,alpha,beta,theta,b,ndt_location,ndt_scale
996,NA,NA,1.0070863997822632,2.445934950047023,0.023714834956508102,7.045057816066873,0.285642218466271,0.410644827753235,0.1464385367256284
