subj_id,tta_condition,d_condition,loss,alpha,beta,theta,b,ndt_location,ndt_scale
618,NA,NA,0.5998052100571841,0.9052386950858478,0.04078356812024001,9.14323008415027,0.9102743306198888,0.17111201362823594,0.08624839088065893
