subj_id,tta_condition,d_condition,loss,alpha,beta,theta,b,ndt_location,ndt_scale
642,NA,NA,0.5497250627609311,0.3866407291786975,0.1564592044862195,24.534323085554533,0.5583856849392326,0.378925473998334,0.19787914065753673
