subj_id,tta_condition,d_condition,loss,alpha,beta,theta,b,ndt_location,ndt_scale
389,NA,NA,0.26590688264869417,3.0,0.05521092343107323,12.263493603149865,0.21180702066786328,0.530666857133805,0.1397451593926891
