tta_condition,is_turn_decision,RT,loss
4.0,0.20627050847756606,0.5767272257579262,0.19167867822367135
5.0,0.4080072137451351,0.638220829373503,0.19167867822367135
6.0,0.6568794132672524,0.646578031652417,0.19167867822367135
