subj_id,i,loss,alpha,beta,theta,noise,b_0,k,tta_crit,nondectime,halfwidth
129,0,0.43796991152473996,1.5021832172732088,0.019671215940918974,6.834052730690519,1,1.2575298218589512,1.2638101670850883,3.732778511106286,0.3677613606971293,0.032294219456510134
