tta_condition,d_condition,t,rt_corr_pdf
5.0,150.0,0.9440000000000001,0.2276856668914889
5.0,150.0,0.9460000000000001,0.22520054008126997
5.0,150.0,0.9480000000000001,0.22274408029865503
5.0,150.0,0.9500000000000001,0.22031593394559038
5.0,150.0,0.9520000000000001,0.21791575209070896
5.0,150.0,0.9540000000000001,0.21554319040387027
5.0,150.0,0.9560000000000001,0.2131979090916658
5.0,150.0,0.9580000000000001,0.21087957283387396
5.0,150.0,0.96,0.20858785072085173
5.0,150.0,0.962,0.2063224161918459
5.0,150.0,0.964,0.20408294697421567
5.0,150.0,0.966,0.20186912502354523
5.0,150.0,0.968,0.19968063646463816
5.0,150.0,0.97,0.1975171715333804
5.0,150.0,0.972,0.19537842451945192
5.0,150.0,0.974,0.19326409370988443
5.0,150.0,0.976,0.19117388133344398
5.0,150.0,0.978,0.1891074935058292
5.0,150.0,0.98,0.18706464017567298
5.0,150.0,0.982,0.18504503507133366
5.0,150.0,0.984,0.18304839564846642
5.0,150.0,0.986,0.18107444303835973
5.0,150.0,0.988,0.17912290199702835
5.0,150.0,0.99,0.177193500855049
5.0,150.0,0.992,0.17528597146812844
5.0,150.0,0.994,0.17340004916839383
5.0,150.0,0.996,0.1715354727163921
5.0,150.0,0.998,0.16969198425378818
5.0,150.0,1.0,0.1678693292567551
5.0,150.0,1.002,0.1660672564900395
5.0,150.0,1.004,0.1642855179616959
5.0,150.0,1.006,0.16252386887847922
5.0,150.0,1.008,0.16078206760188618
5.0,150.0,1.01,0.1590598756048344
5.0,150.0,1.012,0.15735705742896802
5.0,150.0,1.014,0.1556733806425854
5.0,150.0,1.016,0.15400861579917444
5.0,150.0,1.018,0.15236253639654895
5.0,150.0,1.02,0.1507349188365766
5.0,150.0,1.022,0.14912554238548867
5.0,150.0,1.024,0.14753418913476296
5.0,150.0,1.026,0.14596064396257324
5.0,150.0,1.028,0.14440469449579338
5.0,150.0,1.03,0.14286613107255078
5.0,150.0,1.032,0.14134474670531783
5.0,150.0,1.034,0.13984033704453666
5.0,150.0,1.036,0.13835270034276656
5.0,150.0,1.038,0.1368816374193474
5.0,150.0,1.04,0.13542695162556978
5.0,150.0,1.042,0.1339884488103474
5.0,150.0,1.044,0.132565937286381
5.0,150.0,1.046,0.13115922779680697
5.0,150.0,1.048,0.12976813348232524
5.0,150.0,1.05,0.12839246984879715
5.0,150.0,1.052,0.12703205473530788
5.0,150.0,1.054,0.1256867082826845
5.0,150.0,1.056,0.12435625290246458
5.0,150.0,1.058,0.12304051324630831
5.0,150.0,1.06,0.12173931617584666
5.0,150.0,1.062,0.12045249073295969
5.0,150.0,1.064,0.11917986811047866
5.0,150.0,1.066,0.11792128162330462
5.0,150.0,1.068,0.11667656667993886
5.0,150.0,1.07,0.11544556075441788
5.0,150.0,1.072,0.114228103358647
5.0,150.0,1.074,0.1130240360151269
5.0,150.0,1.076,0.11183320223006697
5.0,150.0,1.078,0.1106554474668806
5.0,150.0,1.08,0.1094906191200548
5.0,150.0,1.082,0.10833856648939096
5.0,150.0,1.084,0.10719914075460896
5.0,150.0,1.086,0.10607219495031114
5.0,150.0,1.088,0.10495758394129955
5.0,150.0,1.09,0.1038551643982413
5.0,150.0,1.092,0.10276479477367793
5.0,150.0,1.094,0.10168633527837201
5.0,150.0,1.096,0.10061964785798763
5.0,150.0,1.098,0.0995645961700988
5.0,150.0,1.1,0.09852104556152105
5.0,150.0,1.102,0.09748886304596152
5.0,150.0,1.104,0.09646791728198292
5.0,150.0,1.106,0.09545807855127732
5.0,150.0,1.108,0.09445921873724336
5.0,150.0,1.11,0.09347121130386438
5.0,150.0,1.112,0.09249393127488206
5.0,150.0,1.114,0.09152725521326162
5.0,150.0,1.116,0.09057106120094338
5.0,150.0,1.118,0.08962522881887768
5.0,150.0,1.12,0.08868963912733888
5.0,150.0,1.122,0.08776417464651243
5.0,150.0,1.124,0.08684871933735375
5.0,150.0,1.1260000000000001,0.08594315858271356
5.0,150.0,1.1280000000000001,0.08504737916872471
5.0,150.0,1.1300000000000001,0.08416126926644925
5.0,150.0,1.1320000000000001,0.08328471841377973
5.0,150.0,1.1340000000000001,0.08241761749759151
5.0,150.0,1.1360000000000001,0.08155985873614287
5.0,150.0,1.1380000000000001,0.08071133566171926
5.0,150.0,1.1400000000000001,0.07987194310351801
5.0,150.0,1.1420000000000001,0.0790415771707693
5.0,150.0,1.1440000000000001,0.07822013523609053
5.0,150.0,1.1460000000000001,0.07740751591907172
5.0,150.0,1.1480000000000001,0.0766036190700866
5.0,150.0,1.1500000000000001,0.07580834575432688
5.0,150.0,1.1520000000000001,0.07502159823605732
5.0,150.0,1.154,0.07424327996308769
5.0,150.0,1.156,0.07347329555145748
5.0,150.0,1.158,0.07271155077033219
5.0,150.0,1.16,0.07195795252710688
5.0,150.0,1.162,0.07121240885271403
5.0,150.0,1.164,0.07047482888713362
5.0,150.0,1.166,0.06974512286510119
5.0,150.0,1.168,0.06902320210201197
5.0,150.0,1.17,0.06830897898001802
5.0,150.0,1.172,0.06760236693431534
5.0,150.0,1.174,0.0669032804396186
5.0,150.0,1.176,0.06621163499682067
5.0,150.0,1.178,0.06552734711983381
5.0,150.0,1.18,0.06485033432261061
5.0,150.0,1.182,0.06418051510634151
5.0,150.0,1.184,0.06351780894682693
5.0,150.0,1.186,0.06286213628202092
5.0,150.0,1.188,0.06221341849974421
5.0,150.0,1.19,0.061571577925564135
5.0,150.0,1.192,0.06093653781083908
5.0,150.0,1.194,0.06030822232092492
5.0,150.0,1.196,0.05968655652354122
