tta_condition,d_condition,is_turn_decision,RT,subj_id
4.0,90.0,0.07262584077125499,0.629672383524236,129.0
4.0,150.0,0.358718203711926,0.6707796359425608,129.0
4.0,120.0,0.17682073955261116,0.6560525454655103,129.0
5.0,90.0,0.1663167292306485,0.8395620104084046,129.0
5.0,150.0,0.693725750132772,0.842780136946839,129.0
5.0,120.0,0.39996688779197814,0.8613087477611082,129.0
6.0,90.0,0.5560637835154901,0.9578353525621883,129.0
6.0,150.0,0.9713896319018631,0.7962208158296877,129.0
6.0,120.0,0.8419404998318335,0.9007292521843867,129.0
4.0,90.0,0.01839411802097294,0.5714492849740396,389.0
4.0,150.0,0.44822301426166455,0.6337657492797366,389.0
4.0,120.0,0.11313569464303061,0.6048654435878541,389.0
5.0,90.0,0.055633552942359485,0.600772724146161,389.0
5.0,150.0,0.7637097746509801,0.6448394049949276,389.0
5.0,120.0,0.2963811679649305,0.6418954542356377,389.0
6.0,90.0,0.16439986755161135,0.6430067347821585,389.0
6.0,150.0,0.9458026798432336,0.6231853215228377,389.0
6.0,120.0,0.6142816386162936,0.6709387283427205,389.0
4.0,90.0,0.16769738389447314,0.37806905861974477,525.0
4.0,150.0,0.5153014687771352,0.4043028843750586,525.0
4.0,120.0,0.31568475184362893,0.39591019287844126,525.0
5.0,90.0,0.3653540412874517,0.4172412556972848,525.0
5.0,150.0,0.7795315148085025,0.4092872690514274,525.0
5.0,120.0,0.5827308983120426,0.4225602576375994,525.0
6.0,90.0,0.6497594462842068,0.43859080134558776,525.0
6.0,150.0,0.9333462066929354,0.3831128888398637,525.0
6.0,120.0,0.8329477949985047,0.41665045333094314,525.0
4.0,90.0,0.010173936559518166,0.5720586530523183,616.0
4.0,150.0,0.2296749974511987,0.6242374122319214,616.0
4.0,120.0,0.05428134385651346,0.5959852094539965,616.0
5.0,90.0,0.02632552184902979,0.6091613251616703,616.0
5.0,150.0,0.5388203330384117,0.6746174568662129,616.0
5.0,120.0,0.15429658061574641,0.6487749305611181,616.0
6.0,90.0,0.09356816859796921,0.6691316156470201,616.0
6.0,150.0,0.8911156112179569,0.6858988588281882,616.0
6.0,120.0,0.44920761107815543,0.7128879544458216,616.0
4.0,90.0,0.0441882793843201,0.48103068340938826,618.0
4.0,150.0,0.40426209361018467,0.5548693379754533,618.0
4.0,120.0,0.15655524989421296,0.5279594062760518,618.0
5.0,90.0,0.1268516883714124,0.6196754484142942,618.0
5.0,150.0,0.7416971380698917,0.6370621037498225,618.0
5.0,120.0,0.3882029279228639,0.6574822760870792,618.0
6.0,90.0,0.37758159823908005,0.758816290752401,618.0
6.0,150.0,0.9642726654099925,0.6116351268662106,618.0
6.0,120.0,0.762060225266028,0.7273528488494467,618.0
4.0,90.0,0.05506869341781778,0.5515892282249357,642.0
4.0,150.0,0.6135453159086344,0.6183362745697591,642.0
4.0,120.0,0.2365531094442696,0.60293152937145,642.0
5.0,90.0,0.06324088924307819,0.6170487903928854,642.0
5.0,150.0,0.7465700610633468,0.6808035592076509,642.0
5.0,120.0,0.3063470270856971,0.6839717757634166,642.0
6.0,90.0,0.08460319012976639,0.6916443040662704,642.0
6.0,150.0,0.8680891210256159,0.719595257914317,642.0
6.0,120.0,0.41767532982076716,0.76579552106939,642.0
4.0,90.0,0.15373132170736054,0.4844720214607606,755.0
4.0,150.0,0.7468274744528965,0.4940684509065614,755.0
4.0,120.0,0.41957304535073503,0.5006777363128011,755.0
5.0,90.0,0.14250966022876627,0.5456023882853906,755.0
5.0,150.0,0.8646042289042066,0.5452531885121785,755.0
5.0,120.0,0.49446724092774297,0.5734745917314893,755.0
6.0,90.0,0.15089425332128295,0.6286369097337079,755.0
6.0,150.0,0.9499199880848228,0.5882691961530594,755.0
6.0,120.0,0.6106031996443458,0.6625903786063727,755.0
