subj_id,i,loss,alpha,beta,theta,noise,b_0,k,tta_crit,nondectime,halfwidth
129,0,0.43796991152473996,1.5021832172732088,0.019671215940918974,6.834052730690519,1,1.2575298218589512,1.2638101670850883,3.732778511106286,0.3677613606971293,0.032294219456510134
389,0,0.31337929981873375,1.5417301822501057,0.05228525496258701,11.587208057999547,1,0.9061047645287559,0.1001364591914885,5.399330129547687,0.4848902546418439,0.1053651796461933
525,0,0.22184199252954265,1.23422437941578,0.0267508524345791,7.621751655223396,1,0.8681001174335661,0.10304695889940513,3.2648099908772092,0.22051017819900898,0.08762213239450038
616,0,0.20130695643111435,1.8682135010171308,0.039784794868824226,10.51176665997721,1,0.8871298066621063,0.29775090526179054,4.599212799245583,0.5,0.08879553815936547
618,0,0.5342745300363295,1.131751899784691,0.03214362268842847,8.22533220857213,1,1.8960787740640774,0.3307854171109823,4.764160458064479,0.18289365930319731,0.055940806443342296
642,0,0.5169428176613142,0.4717467885578352,0.11193919002286433,18.569483539513907,1,1.081553391464214,0.40249931041952475,3.3454902543677485,0.3451952060009261,0.1586487732164864
755,0,0.5620796688827133,0.552988965824041,0.12444678694223123,19.330603723534797,1,1.1528627835241707,0.4711799020117815,5.762067000986098,0.3842210234956685,0.09243331600497064
